3.579322 -2.607072 -0.344520
2.920497 -2.942265 -1.541113
1.188555 4.016194 -1.465958
0.007940 -4.357791 -0.604851
-4.034911 -0.791692 -1.627066
1.344198 -0.564124 4.135245
-0.262284 -3.996177 -1.842802
-1.867026 3.938296 0.909389
2.696334 0.865096 -3.307786
-2.300450 2.207375 -3.075945
-2.229695 -1.393586 3.630046
-3.480981 -2.171945 1.489758
-0.361048 -2.822405 3.420127
-1.941332 -3.906606 0.586002
1.609448 3.941355 1.177690
1.903058 -0.189895 -3.926577
-3.116536 -0.344736 3.063667
1.908680 -3.832202 -1.137753
-0.422374 2.487205 3.599816
1.006987 -2.615139 -3.379534
-1.893272 1.043491 -3.841593
3.271809 2.928735 -0.282160
-4.365028 0.028297 0.716831
-1.195352 3.140369 -2.876106
2.027286 2.276495 3.216301
-0.095708 -1.073150 -4.330020
-3.859434 -0.775718 1.899210
2.064318 -1.644007 -3.516840
1.880538 -3.938975 0.391769
4.144046 -0.160219 1.750773
1.009813 -3.585017 -2.342017
-1.060287 -0.865210 4.204723
-2.330548 -3.673177 -0.809539
2.915285 1.153044 3.092375
0.768641 -3.479032 2.679356
-2.731645 -0.073431 -3.382096
3.965176 1.179281 -1.472462
-2.781292 1.145686 3.230346
2.994013 -3.088137 0.894083
3.307165 2.415764 -1.673175
-3.578945 2.302443 0.924813
2.475441 2.290044 -2.875417
-1.479869 1.445068 3.775983
4.406251 -0.302845 0.379614
-4.203852 1.297317 0.053645
2.615609 -0.238654 3.490524
0.159868 -1.567786 4.110940
3.886732 2.010452 0.740925
-2.491336 3.437614 -1.163949
-3.423982 -1.857108 -2.112458
0.198626 4.093982 1.593088
1.340795 3.186330 -2.780026
-2.878496 3.290356 0.185220
-1.248220 3.883856 -1.714760
-1.605476 -3.521241 -2.121079
-1.758780 -2.673311 2.995357
-0.305273 -2.259681 -3.799288
0.091671 2.686547 -3.406906
2.191782 3.197033 2.196650
-3.286361 -2.704954 -1.012009
3.846710 -1.008234 -1.920724
-3.900728 -2.135446 0.086703
0.742091 -4.131394 1.327691
3.009453 -2.388716 2.141803
-0.558621 -4.354318 0.612977
-2.593980 -1.618543 -3.210643
-3.724469 0.387481 -2.362510
3.779655 1.214813 1.956492
4.130219 -1.353846 -0.551884
-3.908381 1.391723 -1.365057
-4.267496 -0.862927 -0.309773
-0.353207 1.324532 -4.105058
3.427848 -1.071097 2.584917
0.858743 1.933410 3.855713
0.626997 0.594006 4.266680
1.873879 -2.728766 2.831266
2.104559 3.903387 -0.266761
-0.652484 3.513337 2.578705
3.680898 0.272835 -2.494976
4.270399 0.952466 -0.172491
-1.543105 -2.549325 -3.227233
-2.474707 -3.147033 1.799596
-0.764759 0.417693 4.297926
-0.595985 4.327741 0.447464
-2.997686 2.253103 2.242967
-0.190837 4.317484 -0.913377
-3.099281 2.422198 -1.921954
-1.995177 3.295325 2.157642
0.520651 0.155535 -4.395252
3.094065 -1.985354 -2.575610
